47.95135,-4.785915
30.016667,-90.833333
29.75,-95.333333
-8.4,-34.966667
29.583333,32.366667
23.95,38.216667
15.133333,42.6
22.466667,113.866667
-5.883333,107.716667
40.3,122.083333
20.916667,71.516667
14.8,120.266667
22.583333,114.266667
29.983333,-90.933333
53.05,158.65
55.2,165.983333
64.416667,-173.233333
69.633333,162.316667
71.633333,128.866667
69.716667,170.3
73.5,80.516667
69.666667,84.433333
69.4,86.166667
67.483333,86.6
67.666667,72.9
67.65,53.0
65.833333,44.183333
64.533333,40.533333
64.566667,39.783333
63.9,38.1
64.533333,34.8
64.983333,34.783333
66.283333,33.566667
66.683333,32.866667
67.133333,32.416667
66.666667,34.366667
68.05,39.516667
68.983333,33.05
68.983333,33.033333
-60.733333,-45.033333
-60.75,-44.716667
-62.083333,-58.416667
-62.95,-60.633333
-64.816667,-63.5
-64.316667,-63.0
-64.316667,-62.933333
59.566667,150.716667
28.45,-90.7
38.716667,-90.2
33.95,130.966667
33.783333,131.016667
33.25,131.666667
33.25,131.866667
33.083333,131.866667
32.966667,131.933333
32.433333,131.666667
31.583333,130.566667
31.466667,131.1
31.383333,130.55
32.2,130.383333
32.5,130.533333
32.6,130.466667
33.0,130.416667
32.716667,129.85
33.166667,129.716667
33.283333,129.883333
33.483333,129.966667
33.6,130.4
34.2,129.3
26.416667,127.9
26.216667,127.683333
24.8,125.283333
24.333333,124.166667
59.366667,143.2
33.9,130.816667
34.416667,131.4
34.9,132.083333
35.55,133.25
35.533333,135.2
35.516667,135.333333
36.616667,136.6
37.05,136.983333
37.916667,139.05
38.083333,138.566667
38.933333,139.816667
39.833333,140.0
34.466667,135.35
34.35,134.05
34.016667,134.6
33.866667,134.666667
33.5,133.566667
33.383333,133.3
33.216667,132.566667
33.45,132.416667
33.85,132.7
34.033333,132.833333
33.966667,130.866667
34.066667,133.016667
33.983333,133.283333
34.0,133.55
34.3,133.783333
33.933333,131.233333
35.233333,139.716667
35.133333,138.7
34.666667,138.95
34.6,138.233333
35.016667,138.5
34.85,136.95
34.816667,137.216667
35.066667,136.866667
34.966667,136.633333
34.6,136.566667
34.483333,136.85
34.066667,136.216667
33.716667,135.366667
34.2,135.133333
34.55,135.433333
34.7,135.383333
34.65,135.183333
34.75,134.633333
34.783333,134.466667
34.7,134.833333
34.483333,133.95
34.45,133.933333
34.5,133.75
34.383333,133.166667
34.233333,132.55
34.183333,132.433333
34.183333,132.25
34.0,131.866667
34.033333,131.816667
35.283333,139.666667
50.9,142.133333
52.216667,141.516667
53.583333,142.5
43.866667,146.833333
44.35,143.35
44.016667,144.283333
43.333333,145.583333
43.283333,145.583333
42.983333,144.366667
42.633333,141.633333
42.35,140.966667
42.116667,140.583333
41.783333,140.716667
41.866667,140.116667
43.2,141.016667
43.95,141.633333
43.416667,141.683333
40.833333,140.75
40.533333,141.55
39.633333,141.983333
39.266667,141.9
39.05,141.733333
38.866667,141.6
38.45,141.45
38.4,141.316667
38.316667,141.033333
36.933333,140.9
36.5,140.633333
35.933333,140.7
35.733333,140.85
35.0,139.8
35.366667,139.883333
35.583333,140.066667
35.666667,139.983333
35.5,139.766667
35.45,139.583333
50.733333,142.1
36.05,129.383333
37.566667,129.116667
38.2,128.6
39.166667,127.45
39.833333,127.616667
40.2,128.65
41.766667,129.816667
42.65,130.8
43.116667,131.9
42.866667,132.683333
42.8,132.883333
48.966667,140.283333
49.083333,140.283333
51.466667,140.783333
53.133333,140.733333
53.55,143.0
49.216667,143.133333
46.616667,142.766667
46.666667,141.866667
47.05,142.05
49.083333,142.033333
49.45,142.133333
35.183333,128.566667
35.1,129.033333
35.45,129.4
28.016667,120.65
29.95,121.7
30.0,122.1
31.916667,120.233333
32.283333,119.85
32.266667,119.433333
32.216667,119.433333
32.083333,118.75
31.333333,118.366667
30.516667,117.033333
30.583333,114.283333
30.816667,108.433333
29.566667,106.633333
34.733333,119.45
36.033333,120.266667
37.5,122.1
37.55,121.45
37.633333,120.283333
38.966667,117.666667
8.95,125.533333
38.966667,117.833333
40.7,120.983333
40.683333,122.233333
38.783333,121.25
38.916667,121.666667
38.716667,125.4
38.733333,125.616667
38.0,125.7
37.466667,126.616667
35.983333,126.616667
34.783333,126.383333
33.516667,126.533333
34.733333,127.75
9.783333,125.5
8.983333,125.333333
8.366667,126.333333
8.233333,126.316667
6.95,126.216667
7.066667,125.616667
6.116667,125.183333
7.35,124.216667
7.833333,123.433333
7.583333,123.166667
7.783333,122.683333
6.9,122.066667
8.333333,123.866667
8.133333,123.85
8.233333,124.233333
8.5,124.666667
8.516667,124.75
8.583333,124.766667
6.716667,121.966667
6.55,121.866667
6.05,121.0
5.55,120.816667
26.083333,119.3
11.0,124.6
11.05,124.383333
9.65,123.85
9.95,123.966667
10.3,123.9
10.366667,123.633333
10.483333,123.416667
9.6,123.116667
9.316667,123.3
9.133333,123.633333
10.516667,122.8
11.6,122.716667
10.666667,122.583333
10.7,122.583333
9.733333,118.733333
10.133333,124.833333
10.683333,124.8
12.966667,124.0
13.5,122.066667
13.75,121.05
14.083333,120.616667
14.583333,120.966667
14.433333,120.483333
15.55,119.95
16.616667,120.316667
13.416667,121.183333
12.583333,122.266667
12.366667,123.616667
12.566667,125.016667
11.6,125.433333
11.033333,125.716667
11.766667,124.883333
11.25,125.0
21.75,108.35
21.483333,109.066667
20.05,110.283333
19.1,108.616667
21.2,110.4
20.833333,115.683333
22.183333,113.566667
23.05,113.5
23.116667,113.233333
