                             1 228051000,     -4.47724,     48.379055, 1444472444
                             1 228051000,     -4.4730434,     48.378986, 1444476144
                             1 228051000,     -4.47426,     48.37896, 1444476165
                             1 228051000,     -4.4775233,     48.379227, 1444476225
                             1 228051000,     -4.47855,     48.379482, 1444476246
                             1 228051000,     -4.479018,     48.379604, 1444476254
                             1 228051000,     -4.4723616,     48.37897, 1444476134
                             1 228051000,     -4.476545,     48.37907, 1444483185
                             1 228051000,     -4.4760566,     48.379032, 1444483195
                             1 228051000,     -4.4756665,     48.379005, 1444483203
                             1 228051000,     -4.474563,     48.37905, 1444483224
                             1 228051000,     -4.473385,     48.379158, 1444483244
                             1 228051000,     -4.477112,     48.379112, 1444483173
                             1 228051000,     -4.472795,     48.379433, 1444495154
                             1 228051000,     -4.473408,     48.379314, 1444495163
                             1 228051000,     -4.474098,     48.37921, 1444495175
                             1 228051000,     -4.474665,     48.37914, 1444495184
                             1 228051000,     -4.4753017,     48.379086, 1444495194
                             1 228051000,     -4.472245,     48.379543, 1444495145
                             1 228051000,     -4.4772,     48.37914, 1444495224
                             1 228051000,     -4.4778786,     48.37928, 1444495235
                             1 228051000,     -4.47839,     48.379395, 1444495244
                             1 228051000,     -4.478948,     48.379524, 1444495254
                             1 228051000,     -4.479562,     48.379658, 1444495265
                             1 228051000,     -4.476577,     48.379074, 1444495213
                             1 227577000,     -4.479007,     48.38232, 1444518132
                             1 227577000,     -4.4796667,     48.38184, 1444518152
                             1 227577000,     -4.480077,     48.38157, 1444518162
                             1 227577000,     -4.480487,     48.381294, 1444518173
                             1 227577000,     -4.4812136,     48.38085, 1444518192
                             1 227577000,     -4.4784017,     48.382774, 1444518113
                             1 227005550,     -4.472355,     48.381012, 1444632884
                             1 227005550,     -4.47232,     48.38082, 1444632890
                             1 227005550,     -4.4722533,     48.380634, 1444632896
                             1 227005550,     -4.472113,     48.38044, 1444632903
                             1 227005550,     -4.471995,     48.380302, 1444632909
                             1 227005550,     -4.47231,     48.38138, 1444632872
                             1 228051000,     -4.4739084,     48.379135, 1444637656
                             1 228051000,     -4.4745317,     48.379047, 1444637666
                             1 228051000,     -4.47616,     48.378887, 1444637696
                             1 228051000,     -4.47667,     48.378872, 1444637706
                             1 228051000,     -4.477165,     48.378887, 1444637716
                             1 228051000,     -4.4726634,     48.379353, 1444637636
                             1 228051000,     -4.478143,     48.379, 1444637736
                             1 228051000,     -4.4790835,     48.379215, 1444637756
                             1 228051000,     -4.4795465,     48.379333, 1444637766
                             1 228051000,     -4.4804783,     48.37955, 1444637786
                             1 228051000,     -4.4809465,     48.379658, 1444637796
                             1 228051000,     -4.477655,     48.378925, 1444637726
                             1 227005550,     -4.481207,     48.378597, 1444637814
                             1 227005550,     -4.48058,     48.378723, 1444637827
                             1 227005550,     -4.48,     48.378807, 1444637838
                             1 227005550,     -4.478948,     48.37886, 1444637857
                             1 227005550,     -4.4786115,     48.378872, 1444637863
                             1 227005550,     -4.482128,     48.378353, 1444637797
                             1 227005550,     -4.477315,     48.37892, 1444637887
                             1 227005550,     -4.4761314,     48.378975, 1444637909
                             1 227005550,     -4.4753766,     48.37902, 1444637923
                             1 227005550,     -4.4750566,     48.379063, 1444637929
                             1 227005550,     -4.4737535,     48.379593, 1444637958
                             1 227005550,     -4.47763,     48.3789, 1444637881
                             1 227005550,     -4.4734015,     48.38028, 1444637979
                             1 227005550,     -4.4734015,     48.38064, 1444637989
                             1 227005550,     -4.4734015,     48.38102, 1444637999
                             1 227005550,     -4.4733915,     48.381294, 1444638007
                             1 227005550,     -4.4734035,     48.38159, 1444638018
                             1 227005550,     -4.47349,     48.379925, 1444637969
                             1 227005550,     -4.4731183,     48.381046, 1444638109
                             1 227005550,     -4.4729266,     48.380665, 1444638119
                             1 227005550,     -4.47293,     48.380367, 1444638127
                             1 227005550,     -4.47358,     48.379734, 1444638148
                             1 227005550,     -4.474065,     48.379517, 1444638159
                             1 227005550,     -4.4732265,     48.38135, 1444638099
                             1 227005550,     -4.47657,     48.379066, 1444638209
                             1 227005550,     -4.4770265,     48.379066, 1444638219
                             1 227005550,     -4.4774785,     48.37908, 1444638229
                             1 227005550,     -4.4793015,     48.37908, 1444638269
                             1 227005550,     -4.47976,     48.37903, 1444638279
                             1 227005550,     -4.47458,     48.37934, 1444638169
